Taxonomy	G35421	G35451	G35893	G35464	G35465	G35474	G35488	G35906	G35951	G35952	G35954	G35961	G35965	G35966	G35967	G35972	G35976	G36004	G36008	G36013	G36018	G36022	G36025	G36032	G36438	G36440	G36443	G36444	G36445	G36446	G36448	G36451	G36459	G36461	G36462	G36463	G36464	G36472	G36473	G36474	G36165	G36294	G36296	G36297	G36299	G36304	G36305	G36309	G36310	G36312	G36479	G36480	G36524	G36525	G36534	G36536	G36540	G36546	G36547	G36553	G36554	G36875	G36896	G36752	G36754	G36765	G36788	G36802	G36812	G36829	G36836	G36847	G36904	G36906	G36920	G36922	G35360	G35384	G35390	G35391	G35412	G35898	G35473	G35936	G36543	G36882	G36886	G36751	G36813	G36843	G36952	G36958	G36959	G36962	G36964	G36972	G36976	G35940	G35941	G35942	G35948	G35983	G35984	G35992	G36154	G36159	G36179	G36224	G36248	G36249	G36251	G36260	G36263	G36266	G36267	G36268	G36302	G36548	G36556	G36858	G36863	G36866	G36868	G36870
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_difficile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00768	0	0	0.0082	0	0	0	0.54714	0	0	0	0	0	0	0	0	0	0.06274	0	0	0	0	0	0.06747	0	0.05333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06704	0	0	0	0	0	0	0.01744	0.08709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01307	0	0	0	0	0.04073	0	0.07632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09289	0	0.00747	0.04918	0	0	0	0	0.13861	0	0	0	0	0	0.00624	0	0	0.3693	0	0.04118	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hathewayi	0.00996	0.00864	0.02159	0	0.00873	0.00074	0	0.0571	0.23135	0.93756	0.26555	0.35641	0.30495	0.40709	0.20925	0	0.53956	0	0.02119	0.00656	0.0063	0.02175	0.79118	0.09051	0.56848	0.34331	0	0.0499	0.01856	0.08599	0.0916	0.1732	0	0.03209	0.03685	0.01385	0.03683	0.03272	0	0.02422	0	0	0.11562	0.12537	0.12211	0.02631	0.18642	0.01722	0.12749	0.20226	0.10304	0.17977	0.1557	1.80349	0.21516	0.06888	0.04872	0.04048	0	0.07612	0	0.01565	0.04883	0	0	0	0	0.16958	0.04545	0.08271	0.13974	0.06865	0.00353	0	0.03624	0	0	0.02845	0	0.11928	0.03203	0	0.06821	0.03305	0.18311	0.02407	0	0.07934	0	0.21562	0.01989	0	0	0	0	0.02325	0	0.09719	0.03876	0.00941	0.06799	0.32332	0	0.55519	0.08063	0	0	0.06881	0.05315	0.00815	0.01837	0	0.00704	0.00238	0.06939	20.0196	0	0.17402	0.0021	0.23735	0.68169	0.09513	0.0583	0.09241
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hiranonis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_leptum	0	0	0.11583	0	0.35878	0	0	0.13509	0	0	0	0	0	0	0	0	0	0	0	0.01669	0.01105	0.01263	0	0	0	0	0	0	0	0	0	0	0	0.93433	0.03754	0	0	0	0	0	0	0	0.01405	1.44771	0.04778	0.00712	0	0.11888	0	0.03835	3.56536	0.94553	0.81829	0	0.40715	3.39657	0	0.32513	0	0	0	0.36057	0	0	0	0	0	0	0.02847	0.03377	0	0.0708	0.22063	0.22213	0.23971	0.01952	0	0.90195	0	0.00995	5.09618	0	2.1322	0	0	7.07673	0	0	0	1.31679	0	0	0	0	0	0	0	0	0	0	0	0	0.12656	0	0.71876	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01591	2.34329	0.1322	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_methylpentosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00977	0	0	0.00318	0	0	0	0	0.01171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_nexile	0	0	1.31244	0	0.00691	0	1.24674	0	0.00114	1.67815	5.41381	1.73579	2.35443	2.97118	3.51006	0	4.46514	1.11343	0	0	0.47804	0.19824	0.15837	0	0.35061	1.13494	0.00437	0.02117	0	0	0	0.54436	0.46112	0.05982	0.0367	0.00152	0.61163	0.08301	0.11192	0.00478	0.58301	0	0.58813	2.74975	0.02331	0	1.15928	0.25896	1.0699	1.05964	10.52743	4.65093	0.37053	0	6.21673	2.27653	0	0	0	0.15492	0	0	0	0	0	0.02776	0	0.03114	0	1.81226	0.07915	0.03213	1.83251	0.0254	0.00062	0	0.00032	2.51415	0	0	1.62378	0.00969	2.78618	0.0018	0	0.52379	0.02717	0.02708	1.60646	0	0.0446	0	0	0.00014	0.00054	0	0	1.3692	0	6.00E-04	0.00631	6.06916	0.00072	0.00155	0.05585	0.00173	1.30101	0.96612	2.61605	3.3246	0	0.29963	1.88279	1.46629	0.80654	12.26051	0	0.11875	0.05606	0	0.01813	2.49079	0.19388	0.33298
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens	0	0	0	0	0.00314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07936	0	0	0	0	0	0	0	0	0	0	0.05998	0	0	0	0	0	0	0	0	0	0	0.13861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04038	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_scindens	0	0.01477	0	0	0	0	0	0.52113	0	0	0	0	0	0	0	0	0	0	0	0.25977	0	0.01616	0	0	0.2715	0.03835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02932	0	0.33592	0.17182	0	0	0	0.05724	0	0.07306	0.0324	0	0.16384	0.03372	0	0	0	0	0	0	0	0	0	0.27697	0	0.09856	0	0	0	0	0	0	0	0	0	0	0	0.27185	0	0	0.40563	0.12984	0	0	0	0.12484	0	0.14351	0.08643	0	0	0	0	0	0	0.49767	0.11885	0.01501	0.02921	0	0.06436	0	0.15367	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00557	0.01898	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_symbiosum	0	0.09589	0.12432	0	0.22388	0.0227	1.27309	0.30632	0.50547	0.75887	0.48253	1.11533	2.09327	1.49658	1.45001	0	0	0	0.954	1.56796	0.06651	0.05205	3.00713	0	0.38544	0.54553	0	0	0	0	0	0	0	0.90971	0.10205	0	0	0.3523	2.15182	0.11289	2.22909	0.80881	0	0	0.36407	0.13373	0	0	0	0.25041	0.19745	0	0.84384	12.522	1.36761	0.74565	3.31536	0.17377	0	0.09145	0	0.04143	1.88236	3.46393	0	0.53898	0	1.10071	0.23919	0.87536	1.98825	0.49717	0.07622	0.54056	0.21125	0.05971	0	0.39816	0	0.70109	0.13333	0	0.00552	0.1469	0	0.16676	0	0.10281	0	0.00103	0.32239	0	0	0	0	0	0	2.01483	0.31282	0.18784	0.63273	4.08811	0.06298	0	0	0	0	0.05209	0.33803	0.07601	0.15252	1.79467	0.06166	0.02215	0.01644	6.72232	0	0	0.02095	0.55303	2.18006	1.34775	0.29995	1.2071
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Pseudoflavonifractor	0.00097	0.00097	0.00398	0	0.00133	0	0.00021	0.00424	0.00113	0.00167	0.0037	0	0.00043	0.00386	0.00228	0	0.01186	0	0.00383	0.01132	0.00422	0.00173	0.00772	0	0	0.00274	0	0	0	0	0.00031	0.00313	0	0.00087	0.06406	0.06417	0.0026	0	0	0.04776	0.00404	0	0.00943	0.00319	0.00489	0.00452	0.00068	0.00226	0.00455	0.01025	0.00055	0.01648	0.03205	0.00463	0.01416	0.01886	0.00378	0.00575	0	0.0012	0	0.00638	0.00428	0.00146	0.00457	0.01716	0	0.00369	0.00583	0.00359	0.00422	0.00393	0.00337	0.00696	0.00452	0	0	0.00299	0	0.00322	0.01363	0.00447	0.01576	0.00428	0	0.00322	0.00101	0.00571	0.00475	0.02318	0.00171	0	0	9.00E-04	0.00087	0.00875	0	0.01496	0.00618	0.00364	0.00445	0.01267	0.0038	0.00723	0.00656	0	0.0026	0.00212	0.02098	0.00485	0.00445	0.00535	0.00658	0.00582	0.00653	0.00447	0.01174	2.00E-04	0.02185	0.00473	0.00556	0	0.00042	0.00293
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus	0.00097	0.00097	0.00398	0	0.00133	0	0.00021	0.00424	0.00113	0.00167	0.0037	0	0.00043	0.00386	0.00228	0	0.01186	0	0.00383	0.01132	0.00422	0.00173	0.00772	0	0	0.00274	0	0	0	0	0.00031	0.00313	0	0.00087	0.06406	0.06417	0.0026	0	0	0.04776	0.00404	0	0.00943	0.00319	0.00489	0.00452	0.00068	0.00226	0.00455	0.01025	0.00055	0.01648	0.03205	0.00463	0.01416	0.01886	0.00378	0.00575	0	0.0012	0	0.00638	0.00428	0.00146	0.00457	0.01716	0	0.00369	0.00583	0.00359	0.00422	0.00393	0.00337	0.00696	0.00452	0	0	0.00299	0	0.00322	0.01363	0.00447	0.01576	0.00428	0	0.00322	0.00101	0.00571	0.00475	0.02318	0.00171	0	0	9.00E-04	0.00087	0.00875	0	0.01496	0.00618	0.00364	0.00445	0.01267	0.0038	0.00723	0.00656	0	0.0026	0.00212	0.02098	0.00485	0.00445	0.00535	0.00658	0.00582	0.00653	0.00447	0.01174	2.00E-04	0.02185	0.00473	0.00556	0	0.00042	0.00293
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis	0	0	0	0	0	0	0.05943	0	0.04431	0	0	0.0242	0	0	0	0	0.01497	0	0.00932	0.03479	0.00976	0.01838	0	0	0	0	0	0.10107	0	0	0	0	0	0	0	0	0	0	0	0.00695	0	0	0.00874	0.01437	0	0	0.00443	0	0.00361	0	0	0.1105	0	0.01317	0.0104	0.00984	0.02048	0	0	0	0.01322	0	0	0	0	0	0	0.00519	0	0	0	0	0	0	0.00777	0	0.01136	0.0205	0.01179	0.01029	0.00871	0	0	0.00717	0.00961	0	0	0.0132	0.00298	0.22324	0	0	0	0	0	0	0	0.04959	0	0.01343	0	0.00563	0	0.02332	0	0	0	0.01179	0.00705	0	0	0	0	0.00449	0	0.04833	0	0.0072	0.00581	0.00709	0.01529	0.01057	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus	0	0	0	0	0	0	0.01538	0	0.00534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00234	0	0	0	0	0	0	0	0	0	0	0.09128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus|s__Anaerococcus_unclassified	0	0	0	0	0	0	0.01538	0	0.00534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00234	0	0	0	0	0	0	0	0	0	0	0.09128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus|s__Anaerococcus_vaginalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Clostridiales_Family_XI_Incertae_Sedis_unclassified	0	0	0	0	0	0	0	0	0.03212	0	0	0.0242	0	0	0	0	0.01497	0	0.00932	0.03479	0.00976	0.00618	0	0	0	0	0	0.05974	0	0	0	0	0	0	0	0	0	0	0	0.00695	0	0	0	0.01437	0	0	0.00443	0	0.00361	0	0	0.1044	0	0	0	0	0.02048	0	0	0	0.01322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01136	0	0.00736	0.01029	0	0	0	0.00717	0	0	0	0.0132	0.00298	0	0	0	0	0	0	0	0	0.04073	0	0	0	0.00563	0	0	0	0	0	0.00614	0.00705	0	0	0	0	0.00449	0	0.04833	0	0	0	0.00709	0.00456	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Finegoldia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Finegoldia|s__Finegoldia_magna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Parvimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Parvimonas|s__Parvimonas_micros	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Peptoniphilus	0	0	0	0	0	0	0.04405	0	0.00685	0	0	0	0	0	0	0	0	0	0	0	0	0.0122	0	0	0	0	0	0.02477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00874	0	0	0	0	0	0	0	0	0.0061	0	0.01317	0.0104	0.00984	0	0	0	0	0	0	0	0	0	0	0	0.00519	0	0	0	0	0	0	0.00777	0	0	0.0205	0.00209	0	0.00871	0	0	0	0.00961	0	0	0	0	0.13153	0	0	0	0	0	0	0	0.00887	0	0.01343	0	0	0	0.02332	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0072	0.00581	0	0.01073	0.01057	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Peptoniphilus|s__Peptoniphilus_unclassified	0	0	0	0	0	0	0.04405	0	0.00685	0	0	0	0	0	0	0	0	0	0	0	0	0.0122	0	0	0	0	0	0.02477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00874	0	0	0	0	0	0	0	0	0.0061	0	0.01317	0.0104	0.00984	0	0	0	0	0	0	0	0	0	0	0	0.00519	0	0	0	0	0	0	0.00777	0	0	0.0205	0.00209	0	0.00871	0	0	0	0.00961	0	0	0	0	0.13153	0	0	0	0	0	0	0	0.00887	0	0.01343	0	0	0	0.02332	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0072	0.00581	0	0.01073	0.01057	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_uncl	0.01486	0.05686	0.11784	0	0.0274	0.00281	0.0592	0.02205	0.21626	0.04739	0.76992	0.10809	0.06296	0.13489	0.06068	0	0.04694	0.05389	0.12838	0.06475	0.04837	0.0399	0.90344	0.12344	0.04968	0.03599	0.00771	0	0.08345	0.06576	0.02132	0.02974	0.0415	0.0214	0.07364	0.2836	0.09918	0.01196	0.03376	0.10762	0.07892	0.00204	0.02969	0.05886	0.03425	0.02126	0.07775	0.01537	0.00985	0.05032	0.19301	0.02571	0.60081	0.0206	0.22224	0.62644	1.15858	0.12265	0.03495	0.04409	0.00905	0.06866	0.06776	0.05024	0.02012	0.02256	0	0.03937	0.04827	0.2323	0.12489	0.05187	0.04403	0.26182	0.13398	0.05891	0.10046	0.05155	0	0.16073	0.1767	0.03888	0.17993	0.03083	0.0082	0.05768	0.03793	0.05793	0.06627	0.10861	0.10984	0	0	0.01872	0.04073	0.02671	0.00925	0.0319	0.02145	0.01833	0.01976	1.12059	0.10527	0.05128	0.04507	0.03823	0.02377	0.07296	0.57394	0.06228	0.03477	0.42465	0.59158	0.51721	0.25572	0.68389	0	0.05706	0.03454	0.10276	0.04909	0.02838	0.11241	0.19202
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_uncl|g__Blautia	0.01486	0.05686	0.11784	0	0.0274	0.00281	0.0592	0.02205	0.21626	0.04739	0.76992	0.10809	0.06296	0.13489	0.06068	0	0.04694	0.05389	0.12838	0.06475	0.04837	0.0399	0.90344	0.12344	0.04968	0.03599	0.00771	0	0.08345	0.06576	0.02132	0.02974	0.0415	0.0214	0.07364	0.2836	0.09918	0.01196	0.03376	0.10762	0.07892	0.00204	0.02969	0.05886	0.03425	0.02126	0.07775	0.01537	0.00985	0.05032	0.19301	0.02571	0.60081	0.0206	0.22224	0.62644	1.15858	0.12265	0.03495	0.04409	0.00905	0.06866	0.06776	0.05024	0.02012	0.02256	0	0.03937	0.04827	0.2323	0.12489	0.05187	0.04403	0.26182	0.13398	0.05891	0.10046	0.05155	0	0.16073	0.1767	0.03888	0.17993	0.03083	0.0082	0.05768	0.03793	0.05793	0.06627	0.10861	0.10984	0	0	0.01872	0.04073	0.02671	0.00925	0.0319	0.02145	0.01833	0.01976	1.12059	0.10527	0.05128	0.04507	0.03823	0.02377	0.07296	0.57394	0.06228	0.03477	0.42465	0.59158	0.51721	0.25572	0.68389	0	0.05706	0.03454	0.10276	0.04909	0.02838	0.11241	0.19202
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_uncl|g__Blautia|s__Blautia_hansenii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90344	0	0	0	0	0	0	0	0	0.01634	0	0	0	0	0	0	0	0	0.00633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52954	0	0	0	0	0	0	0	0	0	0	0.03752	0	0	0	0	0.04282	0	0	0	0	0.05789	0.13461
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_uncl|g__Blautia|s__Blautia_hydrogenotrophica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17993	0	0	0	0	0	0	0.00602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_uncl|g__Blautia|s__Blautia_unclassified	0.01486	0.05686	0.11784	0	0.0274	0.00281	0.0592	0.02205	0.21626	0.04739	0.76992	0.10809	0.06296	0.13489	0.06068	0	0.04694	0.05389	0.12838	0.06475	0.04837	0.0399	0	0.12344	0.04968	0.03599	0.00771	0	0.08345	0.06576	0.02132	0.01339	0.0415	0.0214	0.07364	0.2836	0.09918	0.01196	0.03376	0.10762	0.07259	0.00204	0.02969	0.05886	0.03425	0.02126	0.07775	0.01537	0.00985	0.05032	0.19301	0.02571	0.60081	0.0206	0.22224	0.62644	1.15711	0.12265	0.03495	0.04409	0.00905	0.06866	0.06776	0.05024	0.02012	0.02256	0	0.03937	0.04827	0.2323	0.12489	0.05187	0.04403	0.26182	0.13398	0.05891	0.10046	0.05155	0	0.16073	0.1767	0.03888	0	0.03083	0.0082	0.05768	0.03793	0.05793	0.06627	0.10259	0.10984	0	0	0.01872	0.04073	0.02671	0.00925	0.0319	0.02145	0.01833	0.01976	0.59105	0.10527	0.05128	0.04507	0.03823	0.02377	0.07296	0.57394	0.06228	0.03477	0.42465	0.55406	0.51721	0.25572	0.68389	0	0.01424	0.03454	0.10276	0.04909	0.02838	0.05452	0.05741
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	26.03509	2.11123	20.66037	0	42.79943	0.55457	0.37908	11.21172	0	0	0	0	0	0	0	0.00967	9.08191	0.18188	17.1755	7.31985	14.55565	6.91676	0	9.52373	0	0	0.55665	0	5.66413	10.65821	4.07473	0	0	0	14.5341	4.04569	0	0	0	20.22204	0.01447	0	2.43883	2.18519	4.89258	2.54679	0	3.00767	0.37139	3.01426	5.45816	3.25371	0	0	0.00488	0	0.00082	8.68357	1.85262	8.37772	0.18183	24.13333	1.16765	0	0	0	0	2.55132	0	0.00195	0	0	4.5111	8.28971	13.45505	4.47557	6.05229	2.64549	0.00129	5.11294	4.54094	6.42147	10.58003	2.33008	0.00266	3.07608	0.01644	2.82333	14.8774	5.75	1.39182	0.01295	0.00254	0.67583	0.00495	14.50485	2.34146	2.97153	2.303	5.04322	1.39995	0.01055	48.03622	0.0208	3.99892	0.2108	0.04065	20.2583	7.29146	5.87221	31.93975	0.00629	37.52015	30.94276	9.80714	0.66881	0.01103	0.00831	8.02982	3.46948	0.06765	0.01669	0.01002	0.01081
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Anaerofustis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00376	0	0.00082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Anaerofustis|s__Anaerofustis_stercorihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00376	0	0.00082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
