Taxonomy	G35421	G35451	G35893	G35464	G35465	G35474	G35488	G35906	G35951	G35952	G35954	G35961	G35965	G35966	G35967	G35972	G35976	G36004	G36008	G36013	G36018	G36022	G36025	G36032	G36438	G36440	G36443	G36444	G36445	G36446	G36448	G36451	G36459	G36461	G36462	G36463	G36464	G36472	G36473	G36474	G36165	G36294	G36296	G36297	G36299	G36304	G36305	G36309	G36310	G36312	G36479	G36480	G36524	G36525	G36534	G36536	G36540	G36546	G36547	G36553	G36554	G36875	G36896	G36752	G36754	G36765	G36788	G36802	G36812	G36829	G36836	G36847	G36904	G36906	G36920	G36922	G35360	G35384	G35390	G35391	G35412	G35898	G35473	G35936	G36543	G36882	G36886	G36751	G36813	G36843	G36952	G36958	G36959	G36962	G36964	G36972	G36976	G35940	G35941	G35942	G35948	G35983	G35984	G35992	G36154	G36159	G36179	G36224	G36248	G36249	G36251	G36260	G36263	G36266	G36267	G36268	G36302	G36548	G36556	G36858	G36863	G36866	G36868	G36870
k__Bacteria|p__Bacteroidetes|c__Sphingobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0.01084	0	0	0	0	0	0	0	0	0.00894	0	0	0	0.00874	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01833	0.00511	0	0	0	0.01432	0	0	0	0	0	0	0	0	0	0	0	0.03153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteria|o__Sphingobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0.01084	0	0	0	0	0	0	0	0	0.00894	0	0	0	0.00874	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01833	0.00511	0	0	0	0.01432	0	0	0	0	0	0	0	0	0	0	0	0.03153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteria|o__Sphingobacteriales|f__Sphingobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0.01084	0	0	0	0	0	0	0	0	0.00894	0	0	0	0.00874	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01833	0.00511	0	0	0	0.01432	0	0	0	0	0	0	0	0	0	0	0	0.03153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteria|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacteriaceae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0.01084	0	0	0	0	0	0	0	0	0.00894	0	0	0	0.00874	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01833	0.00511	0	0	0	0.01432	0	0	0	0	0	0	0	0	0	0	0	0.03153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes	54.34904	56.25844	54.32618	16.80662	65.33367	14.76152	18.34547	51.77713	29.44631	19.72082	29.14757	32.18729	30.44345	41.78142	39.08103	12.69672	61.36016	39.76015	59.00886	47.79451	25.34036	35.56183	26.49195	35.25152	56.37131	29.35524	52.67065	27.45259	36.10368	51.40557	35.11497	66.83364	22.14709	29.12631	48.44186	54.18369	43.7935	26.80493	32.1824	49.10706	10.08789	7.25471	38.2125	39.33042	22.32092	14.30264	21.69018	23.46363	37.52889	38.93676	89.12659	35.11963	47.37192	67.4832	42.20112	64.28224	70.86392	29.37728	14.99309	17.54568	7.62252	34.78222	43.67513	30.73886	22.69214	48.71175	17.89853	50.18583	9.89264	22.60254	15.28402	12.23307	39.18763	32.8752	69.28092	43.55924	48.62925	27.83964	0.82871	59.28213	53.65127	23.22375	34.57692	48.38672	16.70307	58.34243	20.20827	34.66934	30.25149	39.61269	31.21469	31.35674	0.28524	3.83233	1.78743	26.02293	7.30361	52.3097	43.29446	62.15569	51.82407	41.26054	82.21333	38.27501	28.67293	11.06475	24.05898	70.53261	32.83165	40.08061	49.40261	17.07841	56.60809	64.59543	28.58761	66.96308	39.76122	50.58985	24.53698	40.11961	36.99699	21.14153	47.54132	46.05054
k__Bacteria|p__Firmicutes|c__Bacilli	0.48632	2.15017	0.92866	0.99746	2.22603	1.78557	1.21866	0.12054	1.95905	0.05521	1.87309	1.06227	1.28618	0.36803	0.33513	1.13019	0.75427	0.21967	0.02113	0.19968	0.15622	0.3433	0.64192	2.94209	2.41311	0.90096	5.94721	0.7457	0.6562	1.25425	1.49859	0.07465	0.74667	0.92077	0.9581	0.07878	0.06972	0.13766	0.31589	0.01498	0.05751	0.24289	0.28387	0.1683	0.03126	0.00818	0.01255	0.37392	0.18697	0.20932	11.97493	2.14537	0.28828	0.16586	2.4321	3.66778	0.66737	1.57649	0.08146	0.00494	0.76524	1.62034	0.0829	0.76264	0.82289	0	1.26734	2.0301	0.33329	2.2132	0.19982	0.16436	1.47218	3.0905	0.93693	0.617	0.12045	1.9783	0.75468	0.40945	5.27614	0.70857	2.99881	0.26439	0.66485	0.45764	0.12411	0.07182	0.53182	1.53128	0.11388	5.68903	0.22608	1.04413	0.06475	0.2004	2.1299	1.50218	0.94862	0.23414	0.074	2.73305	2.20019	2.22946	0.29827	0.05277	0.06831	0.08493	0.56536	0.03256	0.1118	0.03126	2.65993	0.89715	0.49863	2.56378	0.3796	0.24245	0.0128	0.27017	0.37785	0.05981	1.86677	0.6257
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0	0	0	0	0	0	0	0	0	0	0	0.00662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00476	0.02447	0	0	0	0	0	0	0	0	0	0.01068	0	0	0	0	0	0	0	0	0	0	0	0.08627	0	0.00585	0	0	0	0	0	0	0	0	0.01807	0	0.00186	0	0	0	0	1.00E-04	0	0	0	0	0	0	0.01112	0	0.00936	0	0	0.00439	0	0	0	0.00281	0.00766	0	0	0.02198	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_uncl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00476	0.02447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00585	0	0	0	0	0	0	0	0	0.01807	0	0	0	0	0	0	1.00E-04	0	0	0	0	0	0	0.01112	0	0.00936	0	0	0.00439	0	0	0	0.00281	0.00766	0	0	0.01944	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_uncl|g__Gemella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00476	0.02447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00585	0	0	0	0	0	0	0	0	0.01807	0	0	0	0	0	0	1.00E-04	0	0	0	0	0	0	0.01112	0	0.00936	0	0	0.00439	0	0	0	0.00281	0.00766	0	0	0.01944	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_uncl|g__Gemella|s__Gemella_haemolysans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-04	0	0	0	0	0	0	0.0035	0	0.00936	0	0	0.00333	0	0	0	0.00281	0.00766	0	0	0.01944	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_uncl|g__Gemella|s__Gemella_moribillum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_uncl|g__Gemella|s__Gemella_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00476	0.01147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00762	0	0	0	0	0.00106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	0	0	0	0	0	0	0	0	0	0	0	0.00662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01068	0	0	0	0	0	0	0	0	0	0	0	0.08627	0	0	0	0	0	0	0	0	0	0	0	0	0.00186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00255	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	0	0	0	0	0	0	0	0	0	0	0	0.00662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01068	0	0	0	0	0	0	0	0	0	0	0	0.08627	0	0	0	0	0	0	0	0	0	0	0	0	0.00186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00255	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_aureus	0	0	0	0	0	0	0	0	0	0	0	0.00662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00255	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_epidermidis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05318	0	0	0	0	0	0	0	0	0	0	0	0	0.00186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.48632	2.15017	0.92866	0.99746	2.22603	1.78557	1.21866	0.12054	1.95905	0.05521	1.87309	1.05565	1.28618	0.36803	0.33513	1.13019	0.75427	0.21967	0.02113	0.19968	0.15622	0.3433	0.64192	2.94209	2.41311	0.90096	5.94721	0.7457	0.6562	1.25425	1.49859	0.07465	0.74667	0.92077	0.9581	0.07878	0.06972	0.13766	0.31589	0.01498	0.05751	0.24289	0.28387	0.1683	0.03126	0.00818	0.01255	0.37392	0.18697	0.20932	11.97493	2.14537	0.28828	0.16586	2.4321	3.66302	0.64291	1.57649	0.08146	0.00494	0.76524	1.62034	0.0829	0.76264	0.82289	0	1.25666	2.0301	0.33329	2.2132	0.19982	0.16436	1.47218	3.0905	0.93693	0.617	0.12045	1.9783	0.66841	0.40945	5.27029	0.70857	2.99881	0.26439	0.66485	0.45764	0.12411	0.07182	0.53182	1.5132	0.11388	5.68717	0.22608	1.04413	0.06475	0.2004	2.1298	1.50218	0.94862	0.23414	0.074	2.73305	2.20019	2.21833	0.29827	0.04341	0.06831	0.08493	0.56098	0.03256	0.1118	0.03126	2.65712	0.88949	0.49863	2.56378	0.35761	0.24245	0.0128	0.27017	0.37785	0.05981	1.86677	0.6257
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	0.00259	0	0	0	0	0	0.00174	0	0.00307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00526	0	0	0	0	0	0	0	0	0	0	0	0	0.00813	0.00911	0.0167	0	0	0.03482	0.02013	0.01645	0	0	0	0	0	0	0	0	0	0	0	0	0.01216	0	0	0	0.01247	0	0	0	0	0	0	0.02034	0.00697	0	0	0.00117	0	0	0	0	0.00691	0	0	0	0	0	0	0.0042	0.0021	0	0	0	0.01373	0	0.01391	0	0.00136	0	0	0.00787	0	0	0	0.00975	0.01945	0	0	0.01516	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella	0.00259	0	0	0	0	0	0.00174	0	0.00307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00526	0	0	0	0	0	0	0	0	0	0	0	0	0.00813	0.00911	0.0167	0	0	0.03482	0.02013	0.01645	0	0	0	0	0	0	0	0	0	0	0	0	0.01216	0	0	0	0.01247	0	0	0	0	0	0	0.02034	0.00697	0	0	0.00117	0	0	0	0	0.00691	0	0	0	0	0	0	0.0042	0.0021	0	0	0	0.01373	0	0.01391	0	0.00136	0	0	0.00787	0	0	0	0.00975	0.01945	0	0	0.01516	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_adiacens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00299	0.00352	0	0	0.0015	0.00236	0.00659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00153	0	0	0	0	0	0	0.00146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00143	0	0	0	0	0	0	0	0	0	0	0.00063	0.00014	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_elegans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00376	0.00311	2.00E-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00922	0	0	0	0	0	0	0	0	0.00041	0.00838	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_unclassified	0.00259	0	0	0	0	0	0.00174	0	0.00307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00526	0	0	0	0	0	0	0	0	0	0	0	0	0.00813	0.00611	0.01318	0	0	0.02956	0.01467	0.00966	0	0	0	0	0	0	0	0	0	0	0	0	0.01216	0	0	0	0.01038	0	0	0	0	0	0	0.01888	0.00697	0	0	0.00117	0	0	0	0	0.00691	0	0	0	0	0	0	0.0042	0.0021	0	0	0	0.0123	0	0.0047	0	0.00136	0	0	0.00787	0	0	0	0.00871	0.01093	0	0	0.01516	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	0.00831	0	0	0.22971	0	0.10316	0.5994	0	0	0	0	0.0049	0	0	0	1.08443	0	0.12809	0	0	0	0	0	0	0	0.07059	0.01204	0.28259	0	0	0	0.00684	0.49346	0	0	0	0.02457	0	0	0	0.03524	0.09437	0	0	0	0	0	0	0.04293	0	0	0	0	0.01285	0	0.21259	0	0	0	0	0	0	0	0	0.00337	0	0.80196	0	0	0	0	0	0	0	0	0	0	0	0.01179	0	0	0	0	0.07562	0.19044	0	0.0249	0	0.1018	0	0	0.1476	0.05156	0.00939	0.0222	0	0.08334	0.16075	0	0.06476	0.05686	0	0	0.35021	0	0.00223	0	0	0	0	0	0	0	0	0	0	0	0.02099	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	0.00831	0	0	0.22971	0	0.10316	0.5994	0	0	0	0	0.0049	0	0	0	1.08443	0	0.12809	0	0	0	0	0	0	0	0.07059	0.01204	0.28259	0	0	0	0.00684	0.49346	0	0	0	0.02457	0	0	0	0.03524	0.09437	0	0	0	0	0	0	0.04293	0	0	0	0	0.01285	0	0.21259	0	0	0	0	0	0	0	0	0.00337	0	0.80196	0	0	0	0	0	0	0	0	0	0	0	0.01179	0	0	0	0	0.07562	0.19044	0	0.0249	0	0.1018	0	0	0.1476	0.05156	0.00939	0.0222	0	0.08334	0.16075	0	0.06476	0.05686	0	0	0.35021	0	0.00223	0	0	0	0	0	0	0	0	0	0	0	0.02099	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_casseliflavus	0	0	0	0.0119	0	0	0	0	0	0	0	0	0	0	0	0.70547	0	0.00891	0	0	0	0	0	0	0	0	0	0.01384	0	0	0	0	0.06903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis	0	0	0	0.2178	0	0	0.51204	0	0	0	0	0	0	0	0	0.37896	0	0.11918	0	0	0	0	0	0	0	0.07059	0	0.04441	0	0	0	0	0.06516	0	0	0	0	0	0	0	0	0.09437	0	0	0	0	0	0	0.04293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00337	0	0.77599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00408	0	0	0.1476	0.05156	0	0.01114	0	0	0	0	0	0	0	0	0.1859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00998	0	0	0	0	0.07562	0	0	0.0249	0	0	0	0	0	0	0	0.00592	0	0.06913	0.16075	0	0.06476	0.05686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_gallinarum	0.00831	0	0	0	0	0.10316	0.08736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01204	0.22434	0	0	0	0	0.3414	0	0	0	0.02457	0	0	0	0.03524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14672	0	0	0	0.09772	0	0	0	0	0.00939	0.00467	0	0	0	0	0	0	0	0	0.1643	0	0.00223	0	0	0	0	0	0	0	0	0	0	0	0.02099	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_unclassified	0	0	0	0	0	0	0	0	0	0	0	0.0049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00047	0	0.01421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	0.03637	0.72923	0	0.74402	0.09196	0.73259	0.50954	0.0298	0.00383	0	0.00051	0	0.00251	0	0	0	0	0.00885	0	0	0.04932	0.06745	0	1.45289	0.00092	0.07259	2.89371	0.03592	0	0.00329	0	0	0.00824	0.80355	0.09057	0	0	0	0.10468	0	0	0.10423	0	0	0	0	0	0	0	0	0.00862	0	0.01011	0	0	0	0	0.21691	0.04145	0	0.73783	0.79147	0.01124	0.19359	0.81921	0	0.31452	0.20817	0	0	0	0	0	0	0.02112	0	0.07993	0	0.1097	0	0.02821	0.10971	0.04222	0	0.05729	0.16235	0.0496	0	0.30248	0	0	1.66027	0.10833	0.1486	0	0	1.69349	0.10761	0	0.00272	0	0	0.00288	1.17667	0	0	0	0	0	0.00842	0.00693	0	0.04461	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0.03637	0.72923	0	0.74402	0.09196	0.73259	0.50954	0.0298	0.00383	0	0.00051	0	0.00251	0	0	0	0	0.00885	0	0	0.04932	0.06745	0	1.45289	0.00092	0.07259	2.89371	0.03592	0	0.00329	0	0	0.00824	0.80355	0.09057	0	0	0	0.10468	0	0	0.10423	0	0	0	0	0	0	0	0	0.00862	0	0.01011	0	0	0	0	0.21691	0.04145	0	0.73783	0.79147	0.01124	0.19359	0.81921	0	0.31452	0.20817	0	0	0	0	0	0	0.02112	0	0.07993	0	0.1097	0	0.02821	0.10971	0.04222	0	0.05729	0.16235	0.0496	0	0.30248	0	0	1.66027	0.10833	0.1486	0	0	1.69349	0.10761	0	0.00272	0	0	0.00288	0.41175	0	0	0	0	0	0.00842	0.00693	0	0.04461	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_acidophilus	0.03637	0.70816	0	0	0.00144	0.47133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45289	0	0.07259	0	0	0	0.00329	0	0	0	0.80355	0.09057	0	0	0	0.10179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21691	0	0	0	0.76184	0	0.19359	0	0	0	0.16989	0	0	0	0	0	0	0.02112	0	0	0	0	0	0	0	0.02021	0	0	0	0	0	0	0	0	0	0	0.14756	0	0	0	0.08734	0	0.00272	0	0	0	0	0	0	0	0	0	0	0	0	0.04461	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_casei	0	0	0	0.48363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02677	0.06077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05402	0	0.15818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_delbrueckii	0	0	0	0	0.00307	0	0	0	0	0	0	0	0.00251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
